Player,Opp.,Attempts,SOA%,Goals,Actual_Conversion_Rate,Estimated_Conversion_Rate,SO_Rating
Alex Ovechkin,131,108,0.8244274809160306,34,0.3148148148148148,0.31838817705299943,67.1078269591665
Ville Peltonen,27,12,0.4444444444444444,3,0.25,0.3182280139778684,67.06333721607454
Keith Tkachuk,42,12,0.2857142857142857,3,0.25,0.3182280139778684,67.06333721607454
Ville Leino,44,12,0.2727272727272727,3,0.25,0.3182280139778684,67.06333721607454
Alex Chiasson,53,12,0.22641509433962265,3,0.25,0.3182280139778684,67.06333721607454
Shane Doan,69,40,0.5797101449275363,12,0.3,0.3180663948747816,67.01844302077266
Marc Pouliot,22,6,0.2727272727272727,1,0.16666666666666666,0.31790550378567267,66.97375105157573
Ryan Callahan,93,34,0.3655913978494624,10,0.29411764705882354,0.31774388468258585,66.92885685627384
Chris Higgins,89,28,0.3146067415730337,8,0.2857142857142857,0.31742137449039015,66.83927069177503
Tomas Tatar,65,28,0.4307692307692308,8,0.2857142857142857,0.31742137449039015,66.83927069177503
Lauri Korpikoski,60,25,0.4166666666666667,7,0.28,0.31726011939429233,66.79447760952564
Trent Hunter,59,22,0.3728813559322034,6,0.2727272727272727,0.31709886429819456,66.74968452727626
Niklas Hagman,66,19,0.2878787878787879,5,0.2631578947368421,0.3169376092020967,66.70489144502685
Nathan Gerbe,54,19,0.35185185185185186,5,0.2631578947368421,0.3169376092020967,66.70489144502685
Alexander Semin,66,50,0.7575757575757576,15,0.3,0.31693724519510774,66.70479033197437
Cory Stillman,44,16,0.36363636363636365,4,0.25,0.31677635410599886,66.66009836277745
Jaccob Slavin,31,16,0.5161290322580645,4,0.25,0.31677635410599886,66.66009836277745
Dylan Larkin,33,16,0.48484848484848486,4,0.25,0.31677635410599886,66.66009836277745
Derek Roy,104,47,0.4519230769230769,14,0.2978723404255319,0.31677599009900986,66.65999724972495
Damien Brunner,20,13,0.65,3,0.23076923076923078,0.316615099009901,66.61530528052805
Sven Baertschi,23,10,0.43478260869565216,2,0.2,0.3164538439138031,66.57051219827864
Jake Debrusk,14,10,0.7142857142857143,2,0.2,0.3164538439138031,66.57051219827864
Tom Pyatt,46,10,0.21739130434782608,2,0.2,0.3164538439138031,66.57051219827864
Eric Perrin,21,10,0.47619047619047616,2,0.2,0.3164538439138031,66.57051219827864
Linus Omark,18,10,0.5555555555555556,2,0.2,0.3164538439138031,66.57051219827864
Matthew Lombardi,45,10,0.2222222222222222,2,0.2,0.3164538439138031,66.57051219827864
Nail Yakupov,32,7,0.21875,1,0.14285714285714285,0.3162925888177053,66.52571911602924
Frank Vatrano,26,7,0.2692307692307692,1,0.14285714285714285,0.3162925888177053,66.52571911602924
Pavel Buchnevich,19,4,0.21052631578947367,0,0.0,0.31613133372160745,66.48092603377984
Seth Griffith,13,4,0.3076923076923077,0,0.0,0.31613133372160745,66.48092603377984
David Rundblad,13,4,0.3076923076923077,0,0.0,0.31613133372160745,66.48092603377984
James vanRiemsdyk,86,32,0.37209302325581395,9,0.28125,0.31596971461852064,66.43603183847794
Milan Michalek,94,29,0.30851063829787234,8,0.27586206896551724,0.3158084595224228,66.39123875622855
Patrick Marleau,140,54,0.38571428571428573,16,0.2962962962962963,0.31548558532323817,66.30155147867725
Jonathan Huberdeau,70,54,0.7714285714285715,16,0.2962962962962963,0.31548558532323817,66.30155147867725
Johnny Gaudreau,35,20,0.5714285714285714,5,0.25,0.3153246942341293,66.25685950948035
Erik Karlsson,84,20,0.23809523809523808,5,0.25,0.3153246942341293,66.25685950948035
Mike Hoffman,66,17,0.25757575757575757,4,0.23529411764705882,0.31516343913803146,66.21206642723095
Sebastian Aho,24,14,0.5833333333333334,3,0.21428571428571427,0.31500218404193364,66.16727334498157
Benoit Pouliot,68,14,0.20588235294117646,3,0.21428571428571427,0.31500218404193364,66.16727334498157
William Nylander,28,14,0.5,3,0.21428571428571427,0.31500218404193364,66.16727334498157
Clayton Keller,23,11,0.4782608695652174,2,0.18181818181818182,0.3148409289458357,66.12248026273213
Sergei Fedorov,35,11,0.3142857142857143,2,0.18181818181818182,0.3148409289458357,66.12248026273213
Torey Krug,48,11,0.22916666666666666,2,0.18181818181818182,0.3148409289458357,66.12248026273213
Brendan Gallagher,50,11,0.22,2,0.18181818181818182,0.3148409289458357,66.12248026273213
Travis Konecny,34,11,0.3235294117647059,2,0.18181818181818182,0.3148409289458357,66.12248026273213
Robby Fabbri,18,8,0.4444444444444444,1,0.125,0.3146796738497379,66.07768718048274
Danton Heinen,17,5,0.29411764705882354,0,0.0,0.31451841875364006,66.03289409823334
Mike Modano,57,30,0.5263157894736842,8,0.26666666666666666,0.3141955445544554,65.94320682068205
Teddy Purcell,73,27,0.3698630136986301,7,0.25925925925925924,0.31403428945835754,65.89841373843264
Antoine Vermette,107,58,0.5420560747663551,17,0.29310344827586204,0.31403392545136866,65.89831262538017
Andrei Kostitsyn,55,24,0.43636363636363634,6,0.25,0.3138730343622598,65.85362065618327
Marek Zidlicky,101,24,0.2376237623762376,6,0.25,0.3138730343622598,65.85362065618327
Reilly Smith,57,21,0.3684210526315789,5,0.23809523809523808,0.3137117792661619,65.80882757393385
Tanner Pearson,38,15,0.39473684210526316,3,0.2,0.31338926907396625,65.71924140943506
Anthony Duclair,21,15,0.7142857142857143,3,0.2,0.31338926907396625,65.71924140943506
Chris Drury,75,15,0.2,3,0.2,0.31338926907396625,65.71924140943506
Elias Lindholm,47,12,0.2553191489361702,2,0.16666666666666666,0.31322801397786837,65.67444832718564
Mark Stone,54,12,0.2222222222222222,2,0.16666666666666666,0.31322801397786837,65.67444832718564
Nathan Horton,77,43,0.5584415584415584,12,0.27906976744186046,0.31322764997087943,65.67434721413316
Alex Galchenyuk,57,43,0.7543859649122807,12,0.27906976744186046,0.31322764997087943,65.67434721413316
Oliver Bjorkstrand,16,9,0.5625,1,0.1111111111111111,0.3130667588817705,65.62965524493625
Victor Rask,38,9,0.23684210526315788,1,0.1111111111111111,0.3130667588817705,65.62965524493625
Matt D'Agostini,39,9,0.23076923076923078,1,0.1111111111111111,0.3130667588817705,65.62965524493625
Dan Boyle,112,40,0.35714285714285715,11,0.275,0.3130663948747816,65.62955413188376
Nico Hischier,22,6,0.2727272727272727,0,0.0,0.31290550378567267,65.58486216268685
Brandon Bochenski,20,6,0.3,0,0.0,0.31290550378567267,65.58486216268685
Nikolay Goldobin,11,6,0.5454545454545454,0,0.0,0.31290550378567267,65.58486216268685
Mason Raymond,82,34,0.4146341463414634,9,0.2647058823529412,0.31274388468258585,65.53996796738495
Claude Giroux,106,93,0.8773584905660378,28,0.3010752688172043,0.3125819015725102,65.4949726590306
Mike Richards,96,59,0.6145833333333334,17,0.288135593220339,0.3124210104834012,65.45028068983366
Tim Connolly,43,25,0.5813953488372093,6,0.24,0.3122601193942923,65.40558872063674
Oliver Ekman-Larsson,58,19,0.3275862068965517,4,0.21052631578947367,0.3119376092020967,65.31600255613796
Marcel Goc,91,19,0.2087912087912088,4,0.21052631578947367,0.3119376092020967,65.31600255613796
Brayden Schenn,74,19,0.25675675675675674,4,0.21052631578947367,0.3119376092020967,65.31600255613796
Ryan Spooner,35,19,0.5428571428571428,4,0.21052631578947367,0.3119376092020967,65.31600255613796
Bo Horvat,45,16,0.35555555555555557,3,0.1875,0.31177635410599885,65.27120947388856
Brock Boeser,17,16,0.9411764705882353,3,0.1875,0.31177635410599885,65.27120947388856
Nik Antropov,56,16,0.2857142857142857,3,0.1875,0.31177635410599885,65.27120947388856
Mathieu Perreault,55,13,0.23636363636363636,2,0.15384615384615385,0.311615099009901,65.22641639163915
Marian Gaborik,87,44,0.5057471264367817,12,0.2727272727272727,0.31161473500291204,65.22631527858667
Ryan Smyth,95,32,0.3368421052631579,8,0.25,0.31096971461852063,65.04714294958906
Alexander Edler,113,26,0.23008849557522124,6,0.23076923076923078,0.310647204426325,64.95755678509026
Simon Gagne,51,26,0.5098039215686274,6,0.23076923076923078,0.310647204426325,64.95755678509026
Mike Fisher,94,26,0.2765957446808511,6,0.23076923076923078,0.310647204426325,64.95755678509026
Mitchell Marner,25,23,0.92,5,0.21739130434782608,0.31048594933022716,64.91276370284086
Petr Prucha,48,20,0.4166666666666667,4,0.2,0.3103246942341293,64.86797062059146
Mikael Samuelsson,67,17,0.2537313432835821,3,0.17647058823529413,0.31016343913803146,64.82317753834207
Mark Recchi,69,14,0.2028985507246377,2,0.14285714285714285,0.31000218404193364,64.77838445609267
Craig Smith,77,42,0.5454545454545454,11,0.2619047619047619,0.3098405649388468,64.73349026079077
Taylor Hall,62,33,0.532258064516129,8,0.24242424242424243,0.30935679965055324,64.59911101404256
Valtteri Filppula,122,33,0.27049180327868855,8,0.24242424242424243,0.30935679965055324,64.59911101404256
Sean Couturier,78,30,0.38461538461538464,7,0.23333333333333334,0.3091955445544554,64.55431793179316
Eric Staal,94,27,0.2872340425531915,6,0.2222222222222222,0.30903428945835754,64.50952484954375
David Krejci,104,52,0.5,14,0.2692307692307692,0.30871141525917295,64.41983757199247
Rostislav Olesz,54,18,0.3333333333333333,3,0.16666666666666666,0.30855052417006407,64.37514560279557
Kevin Fiala,26,18,0.6923076923076923,3,0.16666666666666666,0.30855052417006407,64.37514560279557
Jarome Iginla,100,46,0.46,12,0.2608695652173913,0.30838890506697725,64.33025140749368
Dustin Brown,141,68,0.48226950354609927,19,0.27941176470588236,0.30790477577169484,64.195771047693
Jeff Carter,110,59,0.5363636363636364,16,0.2711864406779661,0.30742101048340126,64.06139180094479
Nazem Kadri,68,25,0.36764705882352944,5,0.2,0.3072601193942924,64.01669983174787
Phil Kessel,127,72,0.5669291338582677,20,0.2777777777777778,0.30645311589982527,63.7925321943959
Max Pacioretty,87,35,0.40229885057471265,8,0.22857142857142856,0.30613096971461845,63.70304714294956
Jaromir Jagr,104,32,0.3076923076923077,7,0.21875,0.3059697146185206,63.658254060700166
Travis Zajac,127,29,0.2283464566929134,6,0.20689655172413793,0.30580845952242286,63.61346097845079
David Pastrnak,32,23,0.71875,4,0.17391304347826086,0.30548594933022716,63.52387481395198
Martin StLouis,91,39,0.42857142857142855,9,0.23076923076923078,0.304679309842749,63.29980828965249
Kyle Palmieri,61,27,0.4426229508196721,5,0.18518518518518517,0.3040342894583576,63.12063596065488
Adam Henrique,81,21,0.25925925925925924,3,0.14285714285714285,0.3037117792661619,63.03104979615607
Patrice Bergeron,123,90,0.7317073170731707,25,0.2777777777777778,0.3024206464764123,62.67240179900341
Martin Havlat,79,25,0.31645569620253167,4,0.16,0.30226011939429237,62.627810942858986
Loui Eriksson,129,44,0.34108527131782945,10,0.22727272727272727,0.301614735002912,62.44853750080889
John Tavares,95,63,0.6631578947368421,16,0.25396825396825395,0.30096935061153174,62.26926405875881
Ryan Kesler,119,60,0.5042016806722689,15,0.25,0.30080809551543386,62.224470976509394
Stephen Weiss,92,42,0.45652173913043476,9,0.21428571428571427,0.2998405649388468,61.955712483012995
Henrik Zetterberg,117,65,0.5555555555555556,16,0.24615384615384617,0.29774352067559695,61.37320018766581
Brad Marchand,79,44,0.5569620253164557,9,0.20454545454545456,0.296614735002912,61.05964861192
Maxim Lapierre,81,12,0.14814814814814814,6,0.5,0.2932,60.11111111111111
Vincent Lecavalier,92,62,0.6739130434782609,14,0.22580645161290322,0.29258226557949907,59.93951821652751
Jochen Hecht,74,8,0.10810810810810811,4,0.5,0.28880000000000006,58.8888888888889
Brooks Laich,96,19,0.19791666666666666,7,0.3684210526315789,0.2884,58.777777777777764
Patrick Eaves,63,12,0.19047619047619047,5,0.4166666666666667,0.2882,58.722222222222214
Raffi Torres,73,12,0.1643835616438356,5,0.4166666666666667,0.2882,58.722222222222214
Dougie Hamilton,51,5,0.09803921568627451,3,0.6,0.28800000000000003,58.66666666666667
Bryan Rust,23,2,0.08695652173913043,2,1.0,0.2872,58.44444444444444
Jason Arnott,69,6,0.08695652173913043,3,0.5,0.2866,58.27777777777778
Dominic Moore,110,17,0.15454545454545454,6,0.35294117647058826,0.28620000000000007,58.16666666666668
David Clarkson,82,10,0.12195121951219512,4,0.4,0.28600000000000003,58.111111111111114
Colby Armstrong,51,3,0.058823529411764705,2,0.6666666666666666,0.28580000000000005,58.055555555555564
Tim Stapleton,11,3,0.2727272727272727,2,0.6666666666666666,0.28580000000000005,58.055555555555564
Dwight King,43,3,0.06976744186046512,2,0.6666666666666666,0.28580000000000005,58.055555555555564
Andrei Markov,93,14,0.15053763440860216,5,0.35714285714285715,0.28540000000000004,57.94444444444445
Brian Boyle,84,14,0.16666666666666666,5,0.35714285714285715,0.28540000000000004,57.94444444444445
Brenden Morrow,85,7,0.08235294117647059,3,0.42857142857142855,0.2852,57.888888888888886
Fredrik Sjostrom,56,11,0.19642857142857142,4,0.36363636363636365,0.2846,57.72222222222222
Fedor Tyutin,116,11,0.09482758620689655,4,0.36363636363636365,0.2846,57.72222222222222
Steve Ott,117,11,0.09401709401709402,4,0.36363636363636365,0.2846,57.72222222222222
Brandon Montour,23,4,0.17391304347826086,2,0.5,0.28440000000000004,57.66666666666667
Melker Karlsson,26,4,0.15384615384615385,2,0.5,0.28440000000000004,57.66666666666667
Matt Carle,82,4,0.04878048780487805,2,0.5,0.28440000000000004,57.66666666666667
Joe Thornton,137,15,0.10948905109489052,5,0.3333333333333333,0.2840000000000001,57.55555555555557
John Madden,81,15,0.18518518518518517,5,0.3333333333333333,0.2840000000000001,57.55555555555557
James Wisniewski,69,8,0.11594202898550725,3,0.375,0.28380000000000005,57.50000000000001
Tomas Kopecky,93,8,0.08602150537634409,3,0.375,0.28380000000000005,57.50000000000001
Mika Pyorala,5,1,0.2,1,1.0,0.2836,57.44444444444444
Evgeny Svechnikov,2,1,0.5,1,1.0,0.2836,57.44444444444444
Daniel Sprong,7,1,0.14285714285714285,1,1.0,0.2836,57.44444444444444
Tye McGinn,10,1,0.1,1,1.0,0.2836,57.44444444444444
Dan Carcillo,45,1,0.022222222222222223,1,1.0,0.2836,57.44444444444444
Daniel Carr,7,1,0.14285714285714285,1,1.0,0.2836,57.44444444444444
Rasmus Dahlin,11,1,0.09090909090909091,1,1.0,0.2836,57.44444444444444
Peter Regin,28,1,0.03571428571428571,1,1.0,0.2836,57.44444444444444
Emerson Etem,24,1,0.041666666666666664,1,1.0,0.2836,57.44444444444444
Dylan Olsen,23,1,0.043478260869565216,1,1.0,0.2836,57.44444444444444
Dustin Jeffrey,14,1,0.07142857142857142,1,1.0,0.2836,57.44444444444444
Denis Gurianov,4,1,0.25,1,1.0,0.2836,57.44444444444444
Roman Horak,10,1,0.1,1,1.0,0.2836,57.44444444444444
Andreas Johnsson,7,1,0.14285714285714285,1,1.0,0.2836,57.44444444444444
Zach Bogosian,64,1,0.015625,1,1.0,0.2836,57.44444444444444
Martin St-Pierre,9,1,0.1111111111111111,1,1.0,0.2836,57.44444444444444
Rob Klinkhammer,20,1,0.05,1,1.0,0.2836,57.44444444444444
Colin McDonald,24,1,0.041666666666666664,1,1.0,0.2836,57.44444444444444
Jake Virtanen,25,1,0.04,1,1.0,0.2836,57.44444444444444
Martin Marincin,26,1,0.038461538461538464,1,1.0,0.2836,57.44444444444444
Chris Clark,43,1,0.023255813953488372,1,1.0,0.2836,57.44444444444444
Teddy Blueger,5,1,0.2,1,1.0,0.2836,57.44444444444444
Jeremy Williams,3,1,0.3333333333333333,1,1.0,0.2836,57.44444444444444
Jeremy Morin,13,1,0.07692307692307693,1,1.0,0.2836,57.44444444444444
Sami Vatanen,50,1,0.02,1,1.0,0.2836,57.44444444444444
Brooks Orpik,108,1,0.009259259259259259,1,1.0,0.2836,57.44444444444444
Brett Sterling,2,1,0.5,1,1.0,0.2836,57.44444444444444
Stephane DaCosta,8,1,0.125,1,1.0,0.2836,57.44444444444444
Alex Khokhlachev,1,1,1.0,1,1.0,0.2836,57.44444444444444
Josh Anderson,18,1,0.05555555555555555,1,1.0,0.2836,57.44444444444444
Timo Meier,15,1,0.06666666666666667,1,1.0,0.2836,57.44444444444444
Mike Matheson,30,1,0.03333333333333333,1,1.0,0.2836,57.44444444444444
Sammy Blais,5,1,0.2,1,1.0,0.2836,57.44444444444444
Brent Seabrook,142,1,0.007042253521126761,1,1.0,0.2836,57.44444444444444
Dillon Dube,5,1,0.2,1,1.0,0.2836,57.44444444444444
Brandon Sutter,68,12,0.17647058823529413,4,0.3333333333333333,0.2832,57.33333333333333
Pascal Dupuis,88,12,0.13636363636363635,4,0.3333333333333333,0.2832,57.33333333333333
Riley Sheahan,53,5,0.09433962264150944,2,0.4,0.28300000000000003,57.27777777777778
Alex Goligoski,95,5,0.05263157894736842,2,0.4,0.28300000000000003,57.27777777777778
Christian Dvorak,27,5,0.18518518518518517,2,0.4,0.28300000000000003,57.27777777777778
Colton Sceviour,43,5,0.11627906976744186,2,0.4,0.28300000000000003,57.27777777777778
David Schlemko,29,5,0.1724137931034483,2,0.4,0.28300000000000003,57.27777777777778
Cam Fowler,76,9,0.11842105263157894,3,0.3333333333333333,0.28240000000000004,57.111111111111114
Mattias Ohlund,60,2,0.03333333333333333,1,0.5,0.2822,57.05555555555555
Maksim Mayorov,2,2,1.0,1,0.5,0.2822,57.05555555555555
Yannick Weber,59,2,0.03389830508474576,1,0.5,0.2822,57.05555555555555
Lucas Lessio,6,2,0.3333333333333333,1,0.5,0.2822,57.05555555555555
Lubomir Visnovsky,75,2,0.02666666666666667,1,0.5,0.2822,57.05555555555555
Devante Smith-Pelly,40,2,0.05,1,0.5,0.2822,57.05555555555555
Viktor Tikhonov,7,2,0.2857142857142857,1,0.5,0.2822,57.05555555555555
Jordan Leopold,79,2,0.02531645569620253,1,0.5,0.2822,57.05555555555555
Derek MacKenzie,81,2,0.024691358024691357,1,0.5,0.2822,57.05555555555555
Dominik Kahun,8,2,0.25,1,0.5,0.2822,57.05555555555555
Richard Zednik,31,2,0.06451612903225806,1,0.5,0.2822,57.05555555555555
Rocco Grimaldi,16,2,0.125,1,0.5,0.2822,57.05555555555555
Drew Miller,89,2,0.02247191011235955,1,0.5,0.2822,57.05555555555555
Rasmus Ristolainen,50,2,0.04,1,0.5,0.2822,57.05555555555555
Corban Knight,5,2,0.4,1,0.5,0.2822,57.05555555555555
Ryan Stoa,4,2,0.5,1,0.5,0.2822,57.05555555555555
Nikolai Prokhorkin,2,2,1.0,1,0.5,0.2822,57.05555555555555
Jay McClement,120,2,0.016666666666666666,1,0.5,0.2822,57.05555555555555
Steve Bernier,81,2,0.024691358024691357,1,0.5,0.2822,57.05555555555555
Andrew Ebbett,29,2,0.06896551724137931,1,0.5,0.2822,57.05555555555555
Thomas Hickey,58,2,0.034482758620689655,1,0.5,0.2822,57.05555555555555
Tim Heed,4,2,0.5,1,0.5,0.2822,57.05555555555555
Nicklas Jensen,3,2,0.6666666666666666,1,0.5,0.2822,57.05555555555555
Brad Winchester,45,2,0.044444444444444446,1,0.5,0.2822,57.05555555555555
Tomas Vincour,16,2,0.125,1,0.5,0.2822,57.05555555555555
Antoine Roussel,40,2,0.05,1,0.5,0.2822,57.05555555555555
Mike Kostka,13,2,0.15384615384615385,1,0.5,0.2822,57.05555555555555
Toni Lydman,83,2,0.024096385542168676,1,0.5,0.2822,57.05555555555555
Justin Fontaine,21,2,0.09523809523809523,1,0.5,0.2822,57.05555555555555
Josh Jooris,16,2,0.125,1,0.5,0.2822,57.05555555555555
Mikhail Grigorenko,14,2,0.14285714285714285,1,0.5,0.2822,57.05555555555555
Mikhail Sergachev,16,2,0.125,1,0.5,0.2822,57.05555555555555
Vernon Fiddler,84,13,0.15476190476190477,4,0.3076923076923077,0.28180000000000005,56.94444444444445
Jori Lehtera,31,6,0.1935483870967742,2,0.3333333333333333,0.2816,56.888888888888886
Darren Helm,82,6,0.07317073170731707,2,0.3333333333333333,0.2816,56.888888888888886
Adam Hall,68,10,0.14705882352941177,3,0.3,0.281,56.72222222222222
Richard Park,59,10,0.1694915254237288,3,0.3,0.281,56.72222222222222
Nikita Soshnikov,11,3,0.2727272727272727,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Nick Leddy,102,3,0.029411764705882353,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Maxime Talbot,102,3,0.029411764705882353,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Tommy Wingels,59,3,0.05084745762711865,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Vladislav Namestnikov,39,3,0.07692307692307693,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Phillip DiGiuseppe,13,3,0.23076923076923078,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Sami Salo,72,3,0.041666666666666664,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Noah Hanifin,33,3,0.09090909090909091,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Tage Thompson,10,3,0.3,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Kyle Brodziak,118,3,0.025423728813559324,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Blake Coleman,27,3,0.1111111111111111,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Joel Armia,20,3,0.15,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Chad LaRose,44,3,0.06818181818181818,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Casey Cizikas,71,3,0.04225352112676056,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Kevin Porter,31,3,0.0967741935483871,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Bryan Bickell,69,3,0.043478260869565216,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Kamil Kreps,37,3,0.08108108108108109,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Justin Abdelkader,91,3,0.03296703296703297,1,0.3333333333333333,0.28080000000000005,56.66666666666667
John Carlson,85,3,0.03529411764705882,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Brandon Yip,20,3,0.15,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Beau Bennett,21,3,0.14285714285714285,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Joel Ward,87,3,0.034482758620689655,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Conor Sheary,27,3,0.1111111111111111,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Derek Ryan,25,3,0.12,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Jeff Halpern,71,3,0.04225352112676056,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Chris Wagner,30,3,0.1,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Blake Comeau,79,3,0.0379746835443038,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Ben Smith,38,3,0.07894736842105263,1,0.3333333333333333,0.28080000000000005,56.66666666666667
Roman Josi,73,14,0.1917808219178082,4,0.2857142857142857,0.28040000000000004,56.55555555555556
Viktor Stalberg,71,7,0.09859154929577464,2,0.2857142857142857,0.2802,56.49999999999999
Damon Severson,45,7,0.15555555555555556,2,0.2857142857142857,0.2802,56.49999999999999
Jason Zucker,36,7,0.19444444444444445,2,0.2857142857142857,0.2802,56.49999999999999
Mike Knuble,64,7,0.109375,2,0.2857142857142857,0.2802,56.49999999999999
Zdeno Chara,133,11,0.08270676691729323,3,0.2727272727272727,0.2796,56.33333333333333
Matt Niskanen,107,4,0.037383177570093455,1,0.25,0.27940000000000004,56.27777777777778
Niklas Kronwall,118,4,0.03389830508474576,1,0.25,0.27940000000000004,56.27777777777778
Nick Ritchie,23,4,0.17391304347826086,1,0.25,0.27940000000000004,56.27777777777778
Tyler Myers,73,4,0.0547945205479452,1,0.25,0.27940000000000004,56.27777777777778
Evgeny Artyukhin,27,4,0.14814814814814814,1,0.25,0.27940000000000004,56.27777777777778
Jean-Pierre Dumont,58,4,0.06896551724137931,1,0.25,0.27940000000000004,56.27777777777778
Pavel Zacha,28,4,0.14285714285714285,1,0.25,0.27940000000000004,56.27777777777778
Jordan Schroeder,21,4,0.19047619047619047,1,0.25,0.27940000000000004,56.27777777777778
Blair Jones,22,4,0.18181818181818182,1,0.25,0.27940000000000004,56.27777777777778
Troy Brouwer,113,22,0.19469026548672566,6,0.2727272727272727,0.2792,56.222222222222214
Andrew Shaw,64,8,0.125,2,0.25,0.27880000000000005,56.111111111111114
Boone Jenner,43,8,0.18604651162790697,2,0.25,0.27880000000000005,56.111111111111114
Ryan Strome,50,8,0.16,2,0.25,0.27880000000000005,56.111111111111114
Roman Lyubimov,8,1,0.125,0,0.0,0.2786,56.05555555555555
Jack Roslovic,10,1,0.1,0,0.0,0.2786,56.05555555555555
Seth Jones,50,1,0.02,0,0.0,0.2786,56.05555555555555
Connor Brown,26,1,0.038461538461538464,0,0.0,0.2786,56.05555555555555
Ryan Vesce,6,1,0.16666666666666666,0,0.0,0.2786,56.05555555555555
Brendan Bell,13,1,0.07692307692307693,0,0.0,0.2786,56.05555555555555
J.T. Compher,9,1,0.1111111111111111,0,0.0,0.2786,56.05555555555555
Ivan Provorov,35,1,0.02857142857142857,0,0.0,0.2786,56.05555555555555
Tim Schaller,30,1,0.03333333333333333,0,0.0,0.2786,56.05555555555555
Ilya Mikheyev,3,1,0.3333333333333333,0,0.0,0.2786,56.05555555555555
Chris Pronger,64,1,0.015625,0,0.0,0.2786,56.05555555555555
Iiro Pakarinen,12,1,0.08333333333333333,0,0.0,0.2786,56.05555555555555
Henrik Tallinder,77,1,0.012987012987012988,0,0.0,0.2786,56.05555555555555
Tim Kennedy,16,1,0.0625,0,0.0,0.2786,56.05555555555555
Brendan Leipsic,18,1,0.05555555555555555,0,0.0,0.2786,56.05555555555555
Brendan Smith,62,1,0.016129032258064516,0,0.0,0.2786,56.05555555555555
Hampus Lindholm,58,1,0.017241379310344827,0,0.0,0.2786,56.05555555555555
Brendan Witt,45,1,0.022222222222222223,0,0.0,0.2786,56.05555555555555
